qi	z3,z4,z6,z7	rank	graph_sigma	n_classes	min_n_good	argmin_z2,z5,z8	n_fallback	n_unsaturated
12644	1,8,9,17	2	0	19683	255	11,20,14	0	0
12645	1,9,9,17	2	0	19683	255	21,0,3	0	0
12646	1,10,9,17	2	0	19683	255	21,25,23	0	0
12647	1,11,9,17	2	0	19683	252	12,15,1	0	0
12648	1,12,9,17	2	0	19683	253	17,10,20	0	0
12649	1,13,9,17	2	0	19683	252	22,17,22	0	0
12650	1,14,9,17	2	0	19683	252	11,0,18	0	0
12651	1,15,9,17	2	0	19683	252	12,9,20	0	0
12652	1,16,9,17	2	0	19683	255	3,6,18	0	0
12653	1,17,9,17	2	0	19683	259	6,17,2	0	0
12654	1,18,9,17	2	0	19683	258	5,4,19	0	0
12655	1,19,9,17	2	0	19683	259	25,18,3	0	0
12656	1,20,9,17	2	0	19683	253	23,14,5	0	0
12657	1,21,9,17	2	0	19683	255	22,0,5	0	0
12658	1,22,9,17	2	0	19683	253	11,1,8	0	0
12659	1,23,9,17	2	0	19683	252	9,8,4	0	0
12660	1,24,9,17	2	0	19683	256	21,19,6	0	0
12661	1,25,9,17	2	0	19683	255	20,3,11	0	0
12662	1,26,9,17	2	0	19683	269	5,26,19	0	0
12663	1,0,10,17	2	0	19683	253	1,15,7	0	0
12664	1,1,10,17	2	0	19683	252	21,24,8	0	0
12665	1,2,10,17	2	0	19683	256	26,19,3	0	0
12666	1,3,10,17	2	0	19683	253	1,21,20	0	0
12667	1,4,10,17	1	0	19683	256	11,9,1	0	0
12668	1,5,10,17	2	0	19683	255	6,3,20	0	0
12669	1,6,10,17	2	0	19683	253	14,23,9	0	0
12670	1,7,10,17	2	0	19683	258	20,19,19	0	0
12671	1,8,10,17	2	0	19683	259	23,19,2	0	0
12672	1,9,10,17	2	0	19683	255	21,12,1	0	0
12673	1,10,10,17	2	0	19683	255	22,23,21	0	0
12674	1,11,10,17	2	0	19683	258	3,9,14	0	0
12675	1,12,10,17	2	0	19683	247	1,13,5	0	0
12676	1,13,10,17	2	0	19683	253	22,13,3	0	0
12677	1,14,10,17	2	0	19683	253	6,17,24	0	0
12678	1,15,10,17	2	0	19683	253	19,5,12	0	0
12679	1,16,10,17	2	0	19683	255	16,17,24	0	0
12680	1,17,10,17	2	0	19683	255	5,7,22	0	0
12681	1,18,10,17	2	0	19683	253	18,22,26	0	0
12682	1,19,10,17	2	0	19683	255	9,18,14	0	0
12683	1,20,10,17	2	0	19683	258	3,24,8	0	0
12684	1,21,10,17	2	0	19683	255	13,18,11	0	0
12685	1,22,10,17	2	0	19683	252	1,22,2	0	0
12686	1,23,10,17	2	0	19683	256	3,24,7	0	0
12687	1,24,10,17	2	0	19683	253	20,7,2	0	0
12688	1,25,10,17	2	0	19683	266	3,15,11	0	0
12689	1,26,10,17	2	0	19683	259	5,13,21	0	0
12690	1,0,11,17	2	0	19683	255	11,11,20	0	0
12691	1,1,11,17	2	0	19683	255	5,19,11	0	0
12692	1,2,11,17	2	0	19683	259	14,7,5	0	0
12693	1,3,11,17	2	0	19683	259	12,11,17	0	0
12694	1,4,11,17	2	0	19683	252	21,9,2	0	0
12695	1,5,11,17	2	0	19683	256	3,9,23	0	0
12696	1,6,11,17	2	0	19683	259	3,19,22	0	0
12697	1,7,11,17	2	0	19683	253	4,17,7	0	0
12698	1,8,11,17	2	0	19683	253	10,17,16	0	0
12699	1,9,11,17	2	0	19683	252	12,11,9	0	0
12700	1,10,11,17	2	0	19683	258	3,24,23	0	0
12701	1,11,11,17	2	0	19683	247	1,16,1	0	0
12702	1,12,11,17	2	0	19683	259	19,16,4	0	0
12703	1,13,11,17	2	0	19683	253	10,14,16	0	0
12704	1,14,11,17	2	0	19683	253	16,1,0	0	0
12705	1,15,11,17	2	0	19683	258	21,17,18	0	0
12706	1,16,11,17	2	0	19683	253	4,25,6	0	0
12707	1,17,11,17	2	0	19683	254	7,5,21	0	0
12708	1,18,11,17	2	0	19683	253	26,9,19	0	0
12709	1,19,11,17	1	0	19683	256	1,20,16	0	0
12710	1,20,11,17	2	0	19683	252	2,12,26	0	0
12711	1,21,11,17	2	0	19683	256	4,26,11	0	0
12712	1,22,11,17	2	0	19683	253	9,24,18	0	0
12713	1,23,11,17	2	0	19683	253	20,12,0	0	0
12714	1,24,11,17	2	0	19683	269	10,26,14	0	0
12715	1,25,11,17	2	0	19683	247	18,17,3	0	0
12716	1,26,11,17	2	0	19683	253	16,12,8	0	0
12717	1,0,12,17	2	0	19683	256	2,10,9	0	0
12718	1,1,12,17	2	0	19683	253	19,26,1	0	0
12719	1,2,12,17	2	0	19683	258	23,3,14	0	0
12720	1,3,12,17	2	0	19683	253	24,18,3	0	0
12721	1,4,12,17	2	0	19683	252	16,1,3	0	0
12722	1,5,12,17	2	0	19683	255	10,0,4	0	0
12723	1,6,12,17	2	0	19683	256	10,19,8	0	0
12724	1,7,12,17	2	0	19683	258	11,5,17	0	0
12725	1,8,12,17	2	0	19683	255	12,0,15	0	0
12726	1,9,12,17	2	0	19683	255	4,12,22	0	0
12727	1,10,12,17	2	0	19683	259	25,2,4	0	0
12728	1,11,12,17	2	0	19683	253	1,20,10	0	0
12729	1,12,12,17	2	0	19683	253	13,3,15	0	0
12730	1,13,12,17	2	0	19683	253	25,16,17	0	0
12731	1,14,12,17	1	0	19683	256	3,2,1	0	0
12732	1,15,12,17	2	0	19683	252	12,8,9	0	0
12733	1,16,12,17	2	0	19683	255	13,24,19	0	0
12734	1,17,12,17	2	0	19683	255	10,16,7	0	0
12735	1,18,12,17	2	0	19683	252	1,0,19	0	0
12736	1,19,12,17	2	0	19683	259	26,8,14	0	0
12737	1,20,12,17	2	0	19683	252	16,25,25	0	0
12738	1,21,12,17	2	0	19683	269	4,1,10	0	0
12739	1,22,12,17	2	0	19683	253	17,23,15	0	0
12740	1,23,12,17	2	0	19683	252	3,7,20	0	0
12741	1,24,12,17	2	0	19683	252	18,6,1	0	0
12742	1,25,12,17	2	0	19683	255	10,20,0	0	0
12743	1,26,12,17	2	0	19683	255	1,9,26	0	0
12744	1,0,13,17	2	0	19683	254	17,19,4	0	0
12745	1,1,13,17	2	0	19683	253	25,4,2	0	0
12746	1,2,13,17	2	0	19683	253	17,13,21	0	0
12747	1,3,13,17	2	0	19683	253	25,22,26	0	0
12748	1,4,13,17	2	0	19683	255	12,26,23	0	0
12749	1,5,13,17	2	0	19683	256	21,20,18	0	0
12750	1,6,13,17	2	0	19683	253	23,12,7	0	0
12751	1,7,13,17	2	0	19683	255	1,1,23	0	0
12752	1,8,13,17	2	0	19683	252	21,25,10	0	0
12753	1,9,13,17	2	0	19683	256	8,1,17	0	0
12754	1,10,13,17	2	0	19683	258	19,0,20	0	0
12755	1,11,13,17	2	0	19683	259	26,17,11	0	0
12756	1,12,13,17	2	0	19683	253	25,5,14	0	0
12757	1,13,13,17	2	0	19683	255	16,6,7	0	0
12758	1,14,13,17	2	0	19683	255	5,20,7	0	0
12759	1,15,13,17	2	0	19683	255	22,24,21	0	0
12760	1,16,13,17	2	0	19683	247	1,0,7	0	0
12761	1,17,13,17	2	0	19683	258	2,0,3	0	0
12762	1,18,13,17	2	0	19683	255	11,9,21	0	0
12763	1,19,13,17	2	0	19683	258	7,0,4	0	0
12764	1,20,13,17	2	0	19683	259	18,8,22	0	0
12765	1,21,13,17	2	0	19683	252	8,15,8	0	0
12766	1,22,13,17	2	0	19683	259	6,7,9	0	0
12767	1,23,13,17	1	0	19683	78	0,11,12	0	0
12768	1,24,13,17	2	0	19683	253	24,3,23	0	0
12769	1,25,13,17	2	0	19683	256	10,9,19	0	0
12770	1,26,13,17	2	0	19683	252	10,16,6	0	0
12771	1,0,14,17	2	0	19683	252	4,15,19	0	0
12772	1,1,14,17	2	0	19683	247	7,9,16	0	0
12773	1,2,14,17	2	0	19683	253	18,11,7	0	0
12774	1,3,14,17	2	0	19683	254	2,22,13	0	0
12775	1,4,14,17	2	0	19683	255	25,12,5	0	0
12776	1,5,14,17	2	0	19683	258	24,15,7	0	0
12777	1,6,14,17	2	0	19683	252	9,14,4	0	0
12778	1,7,14,17	2	0	19683	259	11,21,0	0	0
12779	1,8,14,17	2	0	19683	252	7,12,10	0	0
12780	1,9,14,17	2	0	19683	253	4,0,9	0	0
12781	1,10,14,17	2	0	19683	254	1,19,11	0	0
12782	1,11,14,17	2	0	19683	255	5,12,20	0	0
12783	1,12,14,17	1	0	19683	256	3,19,13	0	0
12784	1,13,14,17	2	0	19683	255	5,0,23	0	0
12785	1,14,14,17	2	0	19683	255	21,22,6	0	0
12786	1,15,14,17	2	0	19683	255	3,1,6	0	0
12787	1,16,14,17	2	0	19683	258	18,25,4	0	0
12788	1,17,14,17	2	0	19683	253	14,13,26	0	0
12789	1,18,14,17	2	0	19683	259	17,0,16	0	0
12790	1,19,14,17	2	0	19683	258	17,17,1	0	0
12791	1,20,14,17	2	0	19683	255	14,23,16	0	0
12792	1,21,14,17	2	0	19683	258	19,15,10	0	0
12793	1,22,14,17	2	0	19683	266	4,25,12	0	0
12794	1,23,14,17	2	0	19683	259	5,7,17	0	0
12795	1,24,14,17	2	0	19683	258	3,20,19	0	0
12796	1,25,14,17	2	0	19683	253	26,16,20	0	0
12797	1,26,14,17	2	0	19683	252	23,17,18	0	0
12798	1,0,15,17	2	0	19683	252	21,25,22	0	0
12799	1,1,15,17	2	0	19683	252	6,23,10	0	0
12800	1,2,15,17	2	0	19683	254	5,4,2	0	0
12801	1,3,15,17	2	0	19683	258	26,9,22	0	0
12802	1,4,15,17	2	0	19683	258	1,25,3	0	0
12803	1,5,15,17	2	0	19683	259	12,0,7	0	0
12804	1,6,15,17	1	0	19683	256	8,26,21	0	0
12805	1,7,15,17	2	0	19683	253	21,0,19	0	0
12806	1,8,15,17	2	0	19683	255	26,20,4	0	0
12807	1,9,15,17	2	0	19683	255	20,4,4	0	0
12808	1,10,15,17	2	0	19683	255	19,13,6	0	0
12809	1,11,15,17	2	0	19683	253	25,3,1	0	0
12810	1,12,15,17	2	0	19683	253	3,11,15	0	0
12811	1,13,15,17	2	0	19683	252	11,13,3	0	0
12812	1,14,15,17	2	0	19683	258	16,25,15	0	0
12813	1,15,15,17	2	0	19683	252	22,8,11	0	0
12814	1,16,15,17	2	0	19683	259	19,17,9	0	0
12815	1,17,15,17	2	0	19683	255	25,21,7	0	0
12816	1,18,15,17	2	0	19683	253	9,15,6	0	0
12817	1,19,15,17	2	0	19683	266	9,21,9	0	0
12818	1,20,15,17	2	0	19683	258	12,8,14	0	0
12819	1,21,15,17	2	0	19683	255	19,0,5	0	0
12820	1,22,15,17	2	0	19683	254	7,19,17	0	0
12821	1,23,15,17	2	0	19683	258	3,16,10	0	0
12822	1,24,15,17	2	0	19683	247	4,23,7	0	0
12823	1,25,15,17	2	0	19683	259	2,14,0	0	0
12824	1,26,15,17	2	0	19683	255	14,13,21	0	0
12825	1,0,16,17	2	0	19683	253	7,25,15	0	0
12826	1,1,16,17	2	0	19683	253	25,21,19	0	0
12827	1,2,16,17	2	0	19683	253	7,14,6	0	0
12828	1,3,16,17	2	0	19683	253	8,17,25	0	0
12829	1,4,16,17	2	0	19683	255	18,2,17	0	0
12830	1,5,16,17	2	0	19683	253	3,4,1	0	0
12831	1,6,16,17	2	0	19683	247	7,3,21	0	0
12832	1,7,16,17	2	0	19683	255	20,13,14	0	0
12833	1,8,16,17	2	0	19683	253	1,22,24	0	0
12834	1,9,16,17	2	0	19683	253	13,8,12	0	0
12835	1,10,16,17	2	0	19683	258	26,1,13	0	0
12836	1,11,16,17	2	0	19683	255	19,17,18	0	0
12837	1,12,16,17	2	0	19683	256	9,19,8	0	0
12838	1,13,16,17	2	0	19683	259	22,19,25	0	0
12839	1,14,16,17	2	0	19683	255	13,12,6	0	0
12840	1,15,16,17	2	0	19683	259	19,3,16	0	0
12841	1,16,16,17	2	0	19683	256	26,26,15	0	0
12842	1,17,16,17	2	0	19683	258	26,26,20	0	0
12843	1,18,16,17	2	0	19683	266	1,20,11	0	0
12844	1,19,16,17	2	0	19683	252	7,4,25	0	0
12845	1,20,16,17	2	0	19683	255	6,2,13	0	0
12846	1,21,16,17	2	0	19683	253	24,3,8	0	0
12847	1,22,16,17	2	0	19683	255	24,21,16	0	0
12848	1,23,16,17	2	0	19683	255	17,8,12	0	0
12849	1,24,16,17	2	0	19683	252	20,26,20	0	0
12850	1,25,16,17	2	0	19683	258	8,19,22	0	0
12851	1,26,16,17	1	0	19683	256	2,1,14	0	0
12852	1,0,17,17	2	0	19683	252	20,16,18	0	0
12853	1,1,17,17	1	0	19683	256	9,19,25	0	0
12854	1,2,17,17	2	0	19683	258	9,1,18	0	0
12855	1,3,17,17	2	0	19683	247	2,20,15	0	0
12856	1,4,17,17	2	0	19683	255	1,0,21	0	0
12857	1,5,17,17	2	0	19683	253	6,25,4	0	0
12858	1,6,17,17	2	0	19683	253	26,11,23	0	0
12859	1,7,17,17	2	0	19683	255	8,5,10	0	0
12860	1,8,17,17	2	0	19683	252	24,7,17	0	0
12861	1,9,17,17	2	0	19683	258	17,16,23	0	0
12862	1,10,17,17	2	0	19683	253	14,12,14	0	0
12863	1,11,17,17	2	0	19683	255	14,14,15	0	0
12864	1,12,17,17	2	0	19683	254	6,26,8	0	0
12865	1,13,17,17	2	0	19683	255	9,9,10	0	0
12866	1,14,17,17	2	0	19683	259	23,0,15	0	0
12867	1,15,17,17	2	0	19683	255	25,3,16	0	0
12868	1,16,17,17	2	0	19683	258	26,15,3	0	0
12869	1,17,17,17	2	0	19683	258	23,7,13	0	0
12870	1,18,17,17	2	0	19683	259	5,23,0	0	0
12871	1,19,17,17	2	0	19683	254	11,19,9	0	0
12872	1,20,17,17	2	0	19683	266	3,3,0	0	0
12873	1,21,17,17	2	0	19683	252	2,3,8	0	0
12874	1,22,17,17	2	0	19683	255	1,3,4	0	0
12875	1,23,17,17	2	0	19683	259	1,8,19	0	0
12876	1,24,17,17	2	0	19683	252	13,21,3	0	0
12877	1,25,17,17	2	0	19683	253	20,0,22	0	0
12878	1,26,17,17	2	0	19683	258	7,16,8	0	0
12879	1,0,18,17	2	0	19683	256	11,2,17	0	0
12880	1,1,18,17	2	0	19683	252	13,26,26	0	0
12881	1,2,18,17	2	0	19683	253	6,13,7	0	0
12882	1,3,18,17	2	0	19683	258	12,13,1	0	0
12883	1,4,18,17	2	0	19683	255	19,20,25	0	0
12884	1,5,18,17	1	0	19683	256	18,18,26	0	0
12885	1,6,18,17	2	0	19683	253	5,24,26	0	0
12886	1,7,18,17	2	0	19683	255	15,1,0	0	0
12887	1,8,18,17	2	0	19683	253	14,25,11	0	0
12888	1,9,18,17	2	0	19683	258	7,4,11	0	0
12889	1,10,18,17	2	0	19683	253	16,14,7	0	0
12890	1,11,18,17	2	0	19683	259	14,18,6	0	0
12891	1,12,18,17	2	0	19683	256	15,19,3	0	0
12892	1,13,18,17	2	0	19683	269	5,4,11	0	0
12893	1,14,18,17	2	0	19683	255	10,3,19	0	0
12894	1,15,18,17	2	0	19683	255	17,0,7	0	0
12895	1,16,18,17	2	0	19683	252	18,8,8	0	0
12896	1,17,18,17	2	0	19683	253	19,1,4	0	0
12897	1,18,18,17	2	0	19683	255	15,0,6	0	0
12898	1,19,18,17	2	0	19683	252	24,15,2	0	0
12899	1,20,18,17	2	0	19683	255	15,25,16	0	0
12900	1,21,18,17	2	0	19683	252	24,9,10	0	0
12901	1,22,18,17	2	0	19683	259	3,17,1	0	0
12902	1,23,18,17	2	0	19683	255	6,6,9	0	0
12903	1,24,18,17	2	0	19683	253	22,10,10	0	0
12904	1,25,18,17	2	0	19683	252	19,0,9	0	0
12905	1,26,18,17	2	0	19683	252	17,17,17	0	0
12906	1,0,19,17	2	0	19683	255	19,11,10	0	0
12907	1,1,19,17	2	0	19683	259	25,7,7	0	0
12908	1,2,19,17	2	0	19683	255	7,19,19	0	0
12909	1,3,19,17	2	0	19683	259	6,19,17	0	0
12910	1,4,19,17	2	0	19683	253	20,17,23	0	0
12911	1,5,19,17	2	0	19683	253	8,17,5	0	0
12912	1,6,19,17	2	0	19683	259	24,11,22	0	0
12913	1,7,19,17	2	0	19683	256	6,9,16	0	0
12914	1,8,19,17	2	0	19683	252	15,9,1	0	0
12915	1,9,19,17	2	0	19683	253	13,9,11	0	0
12916	1,10,19,17	2	0	19683	252	1,12,13	0	0
12917	1,11,19,17	1	0	19683	256	2,20,23	0	0
12918	1,12,19,17	2	0	19683	269	10,12,2	0	0
12919	1,13,19,17	2	0	19683	253	23,12,4	0	0
12920	1,14,19,17	2	0	19683	247	9,17,6	0	0
12921	1,15,19,17	2	0	19683	256	8,26,19	0	0
12922	1,16,19,17	2	0	19683	253	10,12,0	0	0
12923	1,17,19,17	2	0	19683	253	18,24,9	0	0
12924	1,18,19,17	2	0	19683	252	24,11,18	0	0
12925	1,19,19,17	2	0	19683	247	2,16,2	0	0
12926	1,20,19,17	2	0	19683	258	6,24,16	0	0
12927	1,21,19,17	2	0	19683	258	15,17,9	0	0
12928	1,22,19,17	2	0	19683	254	5,5,15	0	0
12929	1,23,19,17	2	0	19683	253	8,25,3	0	0
12930	1,24,19,17	2	0	19683	259	11,16,8	0	0
12931	1,25,19,17	2	0	19683	253	23,1,0	0	0
12932	1,26,19,17	2	0	19683	253	20,14,23	0	0
12933	1,0,20,17	2	0	19683	253	2,15,5	0	0
12934	1,1,20,17	2	0	19683	256	13,19,6	0	0
12935	1,2,20,17	2	0	19683	252	15,24,4	0	0
12936	1,3,20,17	2	0	19683	253	25,23,18	0	0
12937	1,4,20,17	2	0	19683	259	16,19,1	0	0
12938	1,5,20,17	2	0	19683	258	10,19,11	0	0
12939	1,6,20,17	2	0	19683	253	2,21,10	0	0
12940	1,7,20,17	2	0	19683	255	3,3,10	0	0
12941	1,8,20,17	1	0	19683	256	19,9,2	0	0
12942	1,9,20,17	2	0	19683	253	9,22,13	0	0
12943	1,10,20,17	2	0	19683	258	6,24,4	0	0
12944	1,11,20,17	2	0	19683	255	18,18,25	0	0
12945	1,12,20,17	2	0	19683	253	10,7,1	0	0
12946	1,13,20,17	2	0	19683	259	7,13,15	0	0
12947	1,14,20,17	2	0	19683	266	3,11,18	0	0
12948	1,15,20,17	2	0	19683	255	26,18,19	0	0
12949	1,16,20,17	2	0	19683	256	6,24,5	0	0
12950	1,17,20,17	2	0	19683	252	2,22,1	0	0
12951	1,18,20,17	2	0	19683	255	15,12,2	0	0
12952	1,19,20,17	2	0	19683	258	6,9,25	0	0
12953	1,20,20,17	2	0	19683	255	17,23,15	0	0
12954	1,21,20,17	2	0	19683	253	11,5,24	0	0
12955	1,22,20,17	2	0	19683	255	7,7,17	0	0
12956	1,23,20,17	2	0	19683	255	23,17,12	0	0
12957	1,24,20,17	2	0	19683	247	2,13,7	0	0
12958	1,25,20,17	2	0	19683	253	3,17,12	0	0
12959	1,26,20,17	2	0	19683	253	17,13,6	0	0
12960	1,0,21,17	2	0	19683	252	15,25,17	0	0
12961	1,1,21,17	2	0	19683	254	7,4,1	0	0
12962	1,2,21,17	2	0	19683	252	3,23,20	0	0
12963	1,3,21,17	1	0	19683	256	4,26,15	0	0
12964	1,4,21,17	2	0	19683	255	13,20,8	0	0
12965	1,5,21,17	2	0	19683	253	15,0,11	0	0
12966	1,6,21,17	2	0	19683	258	13,9,17	0	0
12967	1,7,21,17	2	0	19683	259	24,0,5	0	0
12968	1,8,21,17	2	0	19683	258	2,25,6	0	0
12969	1,9,21,17	2	0	19683	253	18,15,3	0	0
12970	1,10,21,17	2	0	19683	258	24,8,25	0	0
12971	1,11,21,17	2	0	19683	266	9,13,0	0	0
12972	1,12,21,17	2	0	19683	247	8,23,5	0	0
12973	1,13,21,17	2	0	19683	255	25,13,15	0	0
12974	1,14,21,17	2	0	19683	259	1,14,0	0	0
12975	1,15,21,17	2	0	19683	255	11,0,7	0	0
12976	1,16,21,17	2	0	19683	258	6,16,20	0	0
12977	1,17,21,17	2	0	19683	254	4,17,9	0	0
12978	1,18,21,17	2	0	19683	255	10,4,8	0	0
12979	1,19,21,17	2	0	19683	253	14,3,2	0	0
12980	1,20,21,17	2	0	19683	255	11,13,3	0	0
12981	1,21,21,17	2	0	19683	252	17,8,19	0	0
12982	1,22,21,17	2	0	19683	255	14,21,5	0	0
12983	1,23,21,17	2	0	19683	259	11,17,18	0	0
12984	1,24,21,17	2	0	19683	253	6,11,21	0	0
12985	1,25,21,17	2	0	19683	258	23,25,21	0	0
12986	1,26,21,17	2	0	19683	252	19,13,6	0	0
12987	1,0,22,17	2	0	19683	252	10,16,9	0	0
12988	1,1,22,17	2	0	19683	258	18,1,9	0	0
12989	1,2,22,17	1	0	19683	256	18,19,14	0	0
12990	1,3,22,17	2	0	19683	253	13,11,16	0	0
12991	1,4,22,17	2	0	19683	252	12,7,22	0	0
12992	1,5,22,17	2	0	19683	255	4,5,20	0	0
12993	1,6,22,17	2	0	19683	247	1,20,21	0	0
12994	1,7,22,17	2	0	19683	253	3,25,8	0	0
12995	1,8,22,17	2	0	19683	255	2,0,15	0	0
12996	1,9,22,17	2	0	19683	259	7,23,0	0	0
12997	1,10,22,17	2	0	19683	266	3,14,11	0	0
12998	1,11,22,17	2	0	19683	254	19,19,18	0	0
12999	1,12,22,17	2	0	19683	252	26,21,6	0	0
13000	1,13,22,17	2	0	19683	258	5,16,4	0	0
13001	1,14,22,17	2	0	19683	253	10,0,17	0	0
13002	1,15,22,17	2	0	19683	252	1,3,4	0	0
13003	1,16,22,17	2	0	19683	259	2,8,11	0	0
13004	1,17,22,17	2	0	19683	255	2,3,8	0	0
13005	1,18,22,17	2	0	19683	258	22,16,16	0	0
13006	1,19,22,17	2	0	19683	255	25,14,21	0	0
13007	1,20,22,17	2	0	19683	253	25,12,25	0	0
13008	1,21,22,17	2	0	19683	255	14,3,23	0	0
13009	1,22,22,17	2	0	19683	258	16,7,26	0	0
13010	1,23,22,17	2	0	19683	258	13,15,6	0	0
13011	1,24,22,17	2	0	19683	254	3,26,4	0	0
13012	1,25,22,17	2	0	19683	259	16,0,21	0	0
13013	1,26,22,17	2	0	19683	255	18,9,20	0	0
13014	1,0,23,17	2	0	19683	253	5,25,21	0	0
13015	1,1,23,17	2	0	19683	253	5,14,3	0	0
13016	1,2,23,17	2	0	19683	253	14,21,11	0	0
13017	1,3,23,17	2	0	19683	247	5,3,15	0	0
13018	1,4,23,17	2	0	19683	253	2,22,12	0	0
13019	1,5,23,17	2	0	19683	255	10,13,25	0	0
13020	1,6,23,17	2	0	19683	253	4,17,14	0	0
13021	1,7,23,17	2	0	19683	253	6,4,2	0	0
13022	1,8,23,17	2	0	19683	255	9,2,22	0	0
13023	1,9,23,17	2	0	19683	266	1,13,0	0	0
13024	1,10,23,17	2	0	19683	255	3,2,26	0	0
13025	1,11,23,17	2	0	19683	252	5,4,14	0	0
13026	1,12,23,17	2	0	19683	252	10,26,10	0	0
13027	1,13,23,17	1	0	19683	256	1,1,25	0	0
13028	1,14,23,17	2	0	19683	258	4,19,17	0	0
13029	1,15,23,17	2	0	19683	253	12,3,4	0	0
13030	1,16,23,17	2	0	19683	255	22,8,24	0	0
13031	1,17,23,17	2	0	19683	255	12,21,23	0	0
13032	1,18,23,17	2	0	19683	253	26,8,24	0	0
13033	1,19,23,17	2	0	19683	255	11,17,9	0	0
13034	1,20,23,17	2	0	19683	258	13,1,26	0	0
13035	1,21,23,17	2	0	19683	259	11,3,23	0	0
13036	1,22,23,17	2	0	19683	258	13,26,10	0	0
13037	1,23,23,17	2	0	19683	256	13,26,21	0	0
13038	1,24,23,17	2	0	19683	256	18,19,4	0	0
13039	1,25,23,17	2	0	19683	255	26,12,3	0	0
13040	1,26,23,17	2	0	19683	259	17,19,14	0	0
13041	1,0,24,17	2	0	19683	256	1,10,18	0	0
13042	1,1,24,17	2	0	19683	258	16,3,25	0	0
13043	1,2,24,17	2	0	19683	253	11,26,2	0	0
13044	1,3,24,17	2	0	19683	256	20,19,4	0	0
13045	1,4,24,17	2	0	19683	255	24,0,21	0	0
13046	1,5,24,17	2	0	19683	258	19,5,22	0	0
13047	1,6,24,17	2	0	19683	253	12,18,6	0	0
13048	1,7,24,17	2	0	19683	255	20,0,8	0	0
13049	1,8,24,17	2	0	19683	252	23,1,6	0	0
13050	1,9,24,17	2	0	19683	252	2,0,11	0	0
13051	1,10,24,17	2	0	19683	252	23,25,14	0	0
13052	1,11,24,17	2	0	19683	259	13,8,25	0	0
13053	1,12,24,17	2	0	19683	252	9,6,2	0	0
13054	1,13,24,17	2	0	19683	255	2,9,13	0	0
13055	1,14,24,17	2	0	19683	255	20,20,0	0	0
13056	1,15,24,17	2	0	19683	269	4,12,10	0	0
13057	1,16,24,17	2	0	19683	252	6,7,10	0	0
13058	1,17,24,17	2	0	19683	253	22,23,21	0	0
13059	1,18,24,17	2	0	19683	255	8,12,17	0	0
13060	1,19,24,17	2	0	19683	253	2,20,20	0	0
13061	1,20,24,17	2	0	19683	259	14,2,8	0	0
13062	1,21,24,17	2	0	19683	252	24,8,18	0	0
13063	1,22,24,17	2	0	19683	255	20,16,5	0	0
13064	1,23,24,17	2	0	19683	255	26,24,11	0	0
13065	1,24,24,17	2	0	19683	253	26,3,21	0	0
13066	1,25,24,17	1	0	19683	256	6,2,2	0	0
13067	1,26,24,17	2	0	19683	253	14,16,22	0	0
13068	1,0,25,17	2	0	19683	252	8,15,11	0	0
13069	1,1,25,17	2	0	19683	253	9,11,5	0	0
13070	1,2,25,17	2	0	19683	247	5,9,23	0	0
13071	1,3,25,17	2	0	19683	252	18,14,8	0	0
13072	1,4,25,17	2	0	19683	252	5,12,20	0	0
13073	1,5,25,17	2	0	19683	259	19,21,0	0	0
13074	1,6,25,17	2	0	19683	254	1,22,26	0	0
13075	1,7,25,17	2	0	19683	258	12,15,5	0	0
13076	1,8,25,17	2	0	19683	255	14,12,7	0	0
13077	1,9,25,17	2	0	19683	259	22,0,23	0	0
13078	1,10,25,17	2	0	19683	255	25,23,23	0	0
13079	1,11,25,17	2	0	19683	258	22,17,2	0	0
13080	1,12,25,17	2	0	19683	258	6,20,11	0	0
13081	1,13,25,17	2	0	19683	252	16,17,9	0	0
13082	1,14,25,17	2	0	19683	253	13,16,10	0	0
13083	1,15,25,17	2	0	19683	258	11,15,20	0	0
13084	1,16,25,17	2	0	19683	259	7,7,22	0	0
13085	1,17,25,17	2	0	19683	266	4,4,22	0	0
13086	1,18,25,17	2	0	19683	253	8,0,18	0	0
13087	1,19,25,17	2	0	19683	255	7,12,10	0	0
13088	1,20,25,17	2	0	19683	254	2,19,19	0	0
13089	1,21,25,17	2	0	19683	255	6,1,3	0	0
13090	1,22,25,17	2	0	19683	253	25,13,13	0	0
13091	1,23,25,17	2	0	19683	258	9,25,8	0	0
13092	1,24,25,17	1	0	19683	256	6,19,26	0	0
13093	1,25,25,17	2	0	19683	255	15,22,3	0	0
13094	1,26,25,17	2	0	19683	255	7,0,16	0	0
13095	1,0,26,17	2	0	19683	254	12,19,10	0	0
13096	1,1,26,17	2	0	19683	253	22,13,15	0	0
13097	1,2,26,17	2	0	19683	253	14,4,1	0	0
13098	1,3,26,17	2	0	19683	253	16,12,5	0	0
13099	1,4,26,17	2	0	19683	252	15,25,20	0	0
13100	1,5,26,17	2	0	19683	255	2,1,16	0	0
13101	1,6,26,17	2	0	19683	253	14,22,13	0	0
13102	1,7,26,17	2	0	19683	256	15,20,9	0	0
13103	1,8,26,17	2	0	19683	255	24,26,16	0	0
13104	1,9,26,17	2	0	19683	255	19,9,15	0	0
13105	1,10,26,17	2	0	19683	259	9,8,17	0	0
13106	1,11,26,17	2	0	19683	258	5,0,8	0	0
13107	1,12,26,17	2	0	19683	253	12,3,16	0	0
