stratum	z2,z3,z4,z5,z6,z7,z8	n_nonsingular	n_zero_disc	n_split_distinct	n_good	n_good_lambda1	n_good_conjugate	n_onepoint	exh_split9	exh_deg8
rank1-offgraph	0,0,0,20,1,20,16	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,20,1,20,23	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,20,1,21,5	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,20,1,21,18	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,20,1,21,24	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,20,1,21,25	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,20,1,22,12	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,20,1,22,14	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,20,1,22,17	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,20,1,22,19	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,20,1,23,0	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,20,1,23,1	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,20,1,23,3	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,20,1,23,17	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,20,1,24,0	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,20,1,24,6	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,20,1,24,7	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,20,1,24,14	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,20,1,25,7	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,20,1,25,18	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,20,1,25,20	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,20,1,25,23	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,20,1,26,12	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,20,1,26,13	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,20,1,26,15	1104	0	1104	1104	276	828	0	8643	2299
rank1-offgraph	0,0,0,20,1,26,20	1104	0	1104	1104	276	828	0	8501	2181
rank1-graph	0,0,0,21,0,1,0	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,21,0,1,5	1104	0	1104	1104	276	828	0	10575	2771
rank1-graph	0,0,0,21,0,1,7	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,21,0,1,10	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,21,0,1,12	1104	0	1104	1104	276	828	0	10575	2810
rank1-graph	0,0,0,21,0,1,17	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,21,0,1,20	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,21,0,1,22	1104	0	1104	1104	276	828	0	10575	2810
rank1-graph	0,0,0,21,0,1,24	1104	0	1104	1104	276	828	0	10575	2753
rank1-offgraph	0,0,0,21,1,0,10	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,21,1,0,17	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,21,1,0,19	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,21,1,0,23	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,21,1,1,0	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,21,1,1,8	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,21,1,1,21	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,21,1,1,26	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,21,1,2,0	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,21,1,2,5	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,21,1,2,14	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,21,1,2,15	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,21,1,3,2	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,21,1,3,3	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,21,1,3,20	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,21,1,3,24	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,21,1,4,1	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,21,1,4,3	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,21,1,4,12	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,21,1,4,16	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,21,1,5,13	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,21,1,5,15	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,21,1,5,19	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,21,1,5,24	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,21,1,6,0	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,21,1,6,4	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,21,1,6,18	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,21,1,6,25	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,21,1,7,1	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,21,1,7,8	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,21,1,7,10	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,21,1,7,14	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,21,1,8,10	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,21,1,8,17	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,21,1,8,19	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,21,1,8,23	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,21,1,9,0	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,21,1,9,8	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,21,1,9,21	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,21,1,9,26	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,21,1,10,3	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,21,1,10,7	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,21,1,10,19	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,21,1,10,21	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,21,1,11,0	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,21,1,11,4	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,21,1,11,18	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,21,1,11,25	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,21,1,12,0	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,21,1,12,5	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,21,1,12,14	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,21,1,12,15	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,21,1,13,4	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,21,1,13,6	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,21,1,13,10	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,21,1,13,15	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,21,1,14,0	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,21,1,14,7	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,21,1,14,9	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,21,1,14,13	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,21,1,15,2	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,21,1,15,6	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,21,1,15,11	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,21,1,15,12	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,21,1,16,0	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,21,1,16,7	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,21,1,16,9	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,21,1,16,13	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,21,1,17,0	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,21,1,17,7	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,21,1,17,9	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,21,1,17,13	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,21,1,18,0	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,21,1,18,4	1104	0	1104	1104	276	828	0	8643	2290
rank1-offgraph	0,0,0,21,1,18,18	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,21,1,18,25	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,21,1,19,14	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,21,1,19,16	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,21,1,19,20	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,21,1,19,25	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,21,1,20,2	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,21,1,20,4	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,21,1,20,13	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,21,1,20,17	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,21,1,21,0	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,21,1,21,5	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,21,1,21,14	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,21,1,21,15	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,21,1,22,1	1104	0	1104	1104	276	828	0	8643	2260
rank1-offgraph	0,0,0,21,1,22,6	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,21,1,22,22	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,21,1,22,24	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,21,1,23,9	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,21,1,23,16	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,21,1,23,18	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,21,1,23,22	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,21,1,24,5	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,21,1,24,7	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,21,1,24,11	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,21,1,24,16	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,21,1,25,0	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,21,1,25,8	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,21,1,25,21	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,21,1,25,26	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,21,1,26,12	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,21,1,26,17	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,21,1,26,18	1104	0	1104	1104	276	828	0	8643	2299
rank1-offgraph	0,0,0,21,1,26,26	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,22,1,0,7	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,22,1,0,21	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,22,1,0,23	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,22,1,0,24	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,22,1,1,0	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,22,1,1,2	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,22,1,1,3	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,22,1,1,13	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,22,1,2,11	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,22,1,2,16	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,22,1,2,17	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,22,1,2,18	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,22,1,3,0	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,22,1,3,2	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,22,1,3,3	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,22,1,3,13	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,22,1,4,12	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,22,1,4,14	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,22,1,4,15	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,22,1,4,25	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,22,1,5,0	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,22,1,5,20	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,22,1,5,25	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,22,1,5,26	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,22,1,6,0	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,22,1,6,6	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,22,1,6,8	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,22,1,6,10	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,22,1,7,9	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,22,1,7,15	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,22,1,7,17	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,22,1,7,19	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,22,1,8,0	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,22,1,8,20	1104	0	1104	1104	276	828	0	8643	2260
rank1-offgraph	0,0,0,22,1,8,25	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,22,1,8,26	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,22,1,9,7	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,22,1,9,21	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,22,1,9,23	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,22,1,9,24	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,22,1,10,4	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,22,1,10,18	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,22,1,10,20	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,22,1,10,21	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,22,1,11,0	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,22,1,11,20	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,22,1,11,25	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,22,1,11,26	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,22,1,12,2	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,22,1,12,7	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,22,1,12,8	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,22,1,12,9	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,22,1,13,1	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,22,1,13,2	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,22,1,13,5	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,22,1,13,12	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,22,1,14,3	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,22,1,14,4	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,22,1,14,7	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,22,1,14,17	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,22,1,15,0	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,22,1,15,1	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,22,1,15,4	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,22,1,15,14	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,22,1,16,0	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,22,1,16,1	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,22,1,16,4	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,22,1,16,14	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,22,1,17,0	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,22,1,17,2	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,22,1,17,3	1104	0	1104	1104	276	828	0	8643	2290
rank1-offgraph	0,0,0,22,1,17,13	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,22,1,18,9	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,22,1,18,11	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,22,1,18,12	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,22,1,18,22	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,22,1,19,0	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,22,1,19,6	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,22,1,19,8	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,22,1,19,10	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,22,1,20,6	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,22,1,20,22	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,22,1,20,23	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,22,1,20,26	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,22,1,21,5	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,22,1,21,18	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,22,1,21,19	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,22,1,21,22	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,22,1,22,12	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,22,1,22,13	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,22,1,22,16	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,22,1,22,26	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,22,1,23,0	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,22,1,23,6	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,22,1,23,8	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,22,1,23,10	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,22,1,24,3	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,22,1,24,19	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,22,1,24,20	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,22,1,24,23	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,22,1,25,10	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,22,1,25,11	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,22,1,25,14	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,22,1,25,21	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,22,1,26,0	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,22,1,26,1	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,22,1,26,4	1104	0	1104	1104	276	828	0	8643	2299
rank1-offgraph	0,0,0,22,1,26,14	1104	0	1104	1104	276	828	0	8501	2181
rank1-graph	0,0,0,23,0,1,0	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,23,0,1,1	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,23,0,1,2	1104	0	1104	1104	276	828	0	10575	2810
rank1-graph	0,0,0,23,0,1,15	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,23,0,1,16	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,23,0,1,17	1104	0	1104	1104	276	828	0	10575	2810
rank1-graph	0,0,0,23,0,1,21	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,23,0,1,22	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,23,0,1,23	1104	0	1104	1104	276	828	0	10575	2771
rank1-offgraph	0,0,0,23,1,0,6	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,23,1,0,8	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,23,1,0,14	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,23,1,0,23	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,23,1,1,1	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,23,1,1,13	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,23,1,1,14	1104	0	1104	1104	276	828	0	8643	2260
rank1-offgraph	0,0,0,23,1,1,19	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,23,1,2,8	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,23,1,2,17	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,23,1,2,18	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,23,1,2,20	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,23,1,3,7	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,23,1,3,10	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,23,1,3,11	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,23,1,3,25	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,23,1,4,0	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,23,1,4,9	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,23,1,4,21	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,23,1,4,22	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,23,1,5,7	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,23,1,5,8	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,23,1,5,13	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,23,1,5,22	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,23,1,6,0	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,23,1,6,12	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,23,1,6,13	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,23,1,6,18	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,23,1,7,2	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,23,1,7,11	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,23,1,7,21	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,23,1,7,23	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,23,1,8,3	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,23,1,8,4	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,23,1,8,9	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,23,1,8,18	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,23,1,9,7	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,23,1,9,16	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,23,1,9,19	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,23,1,9,20	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,23,1,10,3	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,23,1,10,12	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,23,1,10,24	1104	0	1104	1104	276	828	0	8501	2218
